"year","census_tract","v_houses"
2010,36047001800,"-"
2011,36047001800,"-"
2012,36047001800,"-"
2013,36047001800,"-"
2014,36047001800,"-"
2015,36047001800,"-"
2016,36047001800,"-"
2017,36047001800,"-"
2018,36047001800,"-"
2019,36047001800,"-"
