"year","census_tract","v_houses"
2010,36071012700,"289740000"
2011,36071012700,"305632500"
2012,36071012700,"256294300"
2013,36071012700,"244590900"
2014,36071012700,"213087400"
2015,36071012700,"230590200"
2016,36071012700,"252414600"
2017,36071012700,"240457500"
2018,36071012700,"253731500"
2019,36071012700,"228752000"
2020,36071012700,"193041900"
