"year","census_tract","v_houses"
2010,34025802000,"277212500"
2011,34025802000,"284987500"
2012,34025802000,"327093000"
2013,34025802000,"296406300"
2014,34025802000,"285267200"
2015,34025802000,"256543300"
2016,34025802000,"270228100"
2017,34025802000,"179086400"
2018,34025802000,"192861600"
2019,34025802000,"211816200"
2020,34025802000,"214749400"
