"year","census_tract","v_houses"
2010,34003016000,"1493970000"
2011,34003016000,"1694895000"
2012,34003016000,"1811164500"
2013,34003016000,"1734912000"
2014,34003016000,"1708204800"
2015,34003016000,"1728183900"
2016,34003016000,"1689777100"
2017,34003016000,"1802080100"
2018,34003016000,"1874098000"
2019,34003016000,"1943416900"
2020,34003016000,"2012414200"
