,V1,V2,V3
1,2009,151,28955000
2,2010,134,26360500
3,2011,143,29195000
4,2012,123,25024200
5,2013,151,31468800
6,2014,167,35221700
7,2015,157,33160700
8,2016,154,34896300
9,2017,151,34689200
10,2018,138,32511200
11,2019,133,31412200
12,2020,139,32824100
13,2021,141,33216900
