,V1,V2,V3
1,2009,838,153129300
2,2010,970,183691800
3,2011,966,184831000
4,2012,964,190969800
5,2013,1109,194496200
6,2014,930,181331600
7,2015,913,176704300
8,2016,798,168853800
9,2017,723,154007600
10,2018,687,153076800
11,2019,670,148045200
12,2020,746,162983500
13,2021,686,156200700
