,V1,V2,V3
1,2009,569,131268400
2,2010,553,128393100
3,2011,556,129792600
4,2012,561,131441800
5,2013,622,144488000
6,2014,620,146365900
7,2015,595,140871400
8,2016,580,138707900
9,2017,564,134907300
10,2018,560,133917200
11,2019,536,129123600
12,2020,537,129471700
13,2021,522,125833200
