,V1,V2,V3
1,2009,28,5655200
2,2010,34,7916700
3,2011,52,11094400
4,2012,54,11523000
5,2013,71,14299800
6,2014,76,17000500
7,2015,79,16850000
8,2016,77,17159300
9,2017,67,16032100
10,2018,63,14428200
11,2019,70,16135300
12,2020,64,14562500
13,2021,61,14569000
