,V1,V2,V3
1,2009,11,3282400
2,2010,9,2782400
3,2011,11,3282400
4,2012,11,3770000
5,2013,13,4060000
6,2014,7,2770000
7,2015,7,3250000
8,2016,8,3270000
9,2017,7,2770000
10,2018,5,2250000
11,2019,9,3300700
12,2020,10,3570000
13,2021,8,2766200
