,V1,V2,V3
1,2009,116,24709000
2,2010,102,22797400
3,2011,104,22887500
4,2012,96,21385900
5,2013,92,20933500
6,2014,91,21102900
7,2015,89,20765300
8,2016,82,19411300
9,2017,75,17369600
10,2018,78,17951000
11,2019,72,16864500
12,2020,75,17852200
13,2021,68,16016100
