,V1,V2,V3
1,2009,41,8501000
2,2010,41,8845300
3,2011,41,8441100
4,2012,54,11476700
5,2013,58,12045200
6,2014,52,11452300
7,2015,59,13211600
8,2016,52,11281800
9,2017,51,10973000
10,2018,52,11215000
11,2019,46,9915000
12,2020,49,10576000
13,2021,48,10476600
