,V1,V2,V3
1,2009,3,5.00E+05
2,2010,2,250000
3,2011,2,250000
4,2012,1,250000
5,2013,2,250000
6,2014,4,250000
7,2015,2,5.00E+05
8,2016,2,5.00E+05
9,2017,3,5.00E+05
10,2018,1,250000
11,2019,1,250000
12,2020,1,250000
13,2021,1,250000
