,V1,V2,V3
1,2009,160,37444700
2,2010,155,37893000
3,2011,147,36600000
4,2012,156,37963800
5,2013,172,42022100
6,2014,175,42108800
7,2015,171,41940000
8,2016,169,40706000
9,2017,172,41966000
10,2018,167,41111500
11,2019,168,41299600
12,2020,168,41496500
13,2021,171,42272000
