,V1,V2,V3
1,2009,60,12350000
2,2010,65,13722700
3,2011,64,12311600
4,2012,75,15226000
5,2013,117,32623500
6,2014,133,37483400
7,2015,133,29186500
8,2016,151,32513800
9,2017,139,30654100
10,2018,140,40838000
11,2019,139,30683000
12,2020,144,32217200
13,2021,130,29937000
