,V1,V2,V3
1,2009,1,191000
2,2010,1,191000
3,2011,1,210100
4,2012,1,231100
5,2013,1,250000
6,2014,0,0
7,2015,0,0
8,2016,0,0
9,2017,1,5.00E+05
10,2018,3,1500000
11,2019,1,5.00E+05
12,2020,2,550000
13,2021,2,6.00E+05
