,V1,V2,V3
1,2009,125,27488800
2,2010,131,28966100
3,2011,124,28307800
4,2012,116,27447700
5,2013,123,29592400
6,2014,117,28867400
7,2015,115,28416200
8,2016,110,26788800
9,2017,116,27892000
10,2018,109,26548300
11,2019,100,24535600
12,2020,89,22051700
13,2021,96,23308900
