,V1,V2,V3
1,2009,23,110480000
2,2010,31,223717700
3,2011,24,114007300
4,2012,25,223406500
5,2013,18,111857500
6,2014,20,220908600
7,2015,18,111259800
8,2016,12,110416700
9,2017,17,111161700
10,2018,12,1934100
11,2019,11,1531800
12,2020,16,128556800
13,2021,18,129206800
