,V1,V2,V3
1,2009,610,170728900
2,2010,590,163659000
3,2011,591,166228400
4,2012,585,154446800
5,2013,613,158377700
6,2014,586,153786500
7,2015,553,145718300
8,2016,531,140669700
9,2017,485,128179900
10,2018,471,131316400
11,2019,442,118336300
12,2020,443,118642800
13,2021,408,112740000
