,V1,V2,V3
1,2009,8,1353000
2,2010,16,2148500
3,2011,20,2337900
4,2012,25,3435200
5,2013,30,4105900
6,2014,30,4362100
7,2015,26,3116000
8,2016,33,4553800
9,2017,31,4322800
10,2018,30,3986400
11,2019,30,4193000
12,2020,24,3581700
13,2021,37,7696300
