,V1,V2,V3
1,2009,94,20516800
2,2010,93,20083600
3,2011,106,23222100
4,2012,109,23961000
5,2013,108,21481600
6,2014,111,24848000
7,2015,106,21485300
8,2016,113,23112700
9,2017,93,20787800
10,2018,92,21496800
11,2019,84,19446700
12,2020,88,20472700
13,2021,85,20024300
