,V1,V2,V3
1,2009,10,4572300
2,2010,9,4129600
3,2011,8,3692500
4,2012,11,4692500
5,2013,10,4216100
6,2014,8,3285200
7,2015,17,7013700
8,2016,24,8710100
9,2017,19,6970100
10,2018,15,5790100
11,2019,15,5495400
12,2020,12,4085100
13,2021,14,4490000
