,V1,V2,V3
1,2009,227,53716300
2,2010,232,55362800
3,2011,243,57641700
4,2012,243,57103600
5,2013,241,56466400
6,2014,248,58173600
7,2015,243,57331300
8,2016,229,53607100
9,2017,221,51605900
10,2018,220,51370200
11,2019,224,52231200
12,2020,223,51941400
13,2021,218,51937400
