,V1,V2,V3
1,2009,46,9788600
2,2010,52,11783100
3,2011,44,9843200
4,2012,39,8632500
5,2013,46,10686300
6,2014,41,9551900
7,2015,42,9652700
8,2016,33,8032300
9,2017,35,8407300
10,2018,35,8082300
11,2019,33,7692300
12,2020,33,7643300
13,2021,29,6848900
