,V1,V2,V3
1,2009,42,10553200
2,2010,38,9571300
3,2011,43,11430400
4,2012,47,16529300
5,2013,46,16176600
6,2014,54,18547900
7,2015,60,22081800
8,2016,58,19986500
9,2017,49,17202800
10,2018,49,16189800
11,2019,51,17534400
12,2020,57,20064400
13,2021,57,23476300
