,V1,V2,V3
1,2009,20,6914300
2,2010,21,8014300
3,2011,23,9101000
4,2012,22,8296000
5,2013,35,11086000
6,2014,33,10631400
7,2015,35,11601400
8,2016,36,12101400
9,2017,33,10641400
10,2018,23,7682500
11,2019,21,7688000
12,2020,18,7188000
13,2021,14,5419100
