,V1,V2,V3
1,2009,108,25183100
2,2010,110,25510400
3,2011,110,26195000
4,2012,108,25472200
5,2013,114,26668800
6,2014,115,26682500
7,2015,107,25060200
8,2016,103,24216000
9,2017,102,24241000
10,2018,97,23521200
11,2019,100,24164200
12,2020,97,23010400
13,2021,95,22697200
