,V1,V2,V3
1,2009,1,150600
2,2010,3,250600
3,2011,4,566300
4,2012,7,1157300
5,2013,7,1077300
6,2014,7,1057300
7,2015,7,1057300
8,2016,10,1482500
9,2017,8,1271500
10,2018,10,1619200
11,2019,12,1536900
12,2020,11,1830500
13,2021,8,1466300
