,V1,V2,V3
1,2009,385,94883900
2,2010,369,93454200
3,2011,405,103660300
4,2012,416,102801600
5,2013,434,107548100
6,2014,435,109371900
7,2015,446,114558500
8,2016,438,112801200
9,2017,419,108133300
10,2018,406,104102000
11,2019,391,100715400
12,2020,406,104855900
13,2021,374,96116200
