,V1,V2,V3
1,2009,14,5469300
2,2010,17,7200000
3,2011,34,12275400
4,2012,32,10632700
5,2013,59,16740500
6,2014,60,19728500
7,2015,68,22467000
8,2016,61,19988500
9,2017,56,18579300
10,2018,54,18962700
11,2019,56,18662700
12,2020,51,17487700
13,2021,49,16314800
