,V1,V2,V3
1,2009,82,15482900
2,2010,84,16185200
3,2011,61,13144800
4,2012,59,12518000
5,2013,70,14645400
6,2014,83,20147800
7,2015,69,16404300
8,2016,66,15773700
9,2017,65,14997300
10,2018,76,16977600
11,2019,65,15049400
12,2020,66,14927800
13,2021,76,18131400
