,V1,V2,V3
1,2009,9,1770000
2,2010,10,2040000
3,2011,11,2290000
4,2012,10,2040000
5,2013,23,3990000
6,2014,21,3815000
7,2015,19,3540000
8,2016,19,3715000
9,2017,19,5075000
10,2018,15,4470000
11,2019,13,4020000
12,2020,12,3770000
13,2021,11,3520000
