,V1,V2,V3
1,2009,90,37129300
2,2010,93,34033200
3,2011,85,35438100
4,2012,96,36512800
5,2013,102,45380500
6,2014,92,42388100
7,2015,84,39697100
8,2016,89,58805100
9,2017,84,40075200
10,2018,76,34279200
11,2019,74,40952500
12,2020,72,51964200
13,2021,71,42988100
