,V1,V2,V3
1,2009,31,4777900
2,2010,23,3993500
3,2011,27,4564900
4,2012,30,5831400
5,2013,25,5068500
6,2014,26,5235300
7,2015,26,5180200
8,2016,25,4970800
9,2017,20,3978300
10,2018,19,3728300
11,2019,18,3630700
12,2020,19,4180700
13,2021,18,3880700
