,V1,V2,V3
1,2009,25,5252000
2,2010,21,4101300
3,2011,28,4774200
4,2012,28,4999900
5,2013,29,5693600
6,2014,26,5178600
7,2015,29,5988600
8,2016,22,5040000
9,2017,19,5.00E+06
10,2018,20,5.00E+06
11,2019,21,5250000
12,2020,21,5550000
13,2021,18,4750000
