,V1,V2,V3
1,2009,13,3157800
2,2010,11,2887800
3,2011,13,3365500
4,2012,22,4732900
5,2013,21,5217900
6,2014,22,5058500
7,2015,20,4812900
8,2016,20,5070200
9,2017,18,4792900
10,2018,18,4792900
11,2019,18,4381400
12,2020,17,3860400
13,2021,19,3900400
