"census_tract","W","L","D","R","U","A","P"
"59",9001022400,1.479,0,0.0967282940942589,0,0.0104619148803503,0.204001794830045,0.00836719354133724
"60",9001022400,1.415,0,0.096470818859172,0,0.0104619148803503,0.203143161575691,0.00344205689557472
"61",9001022400,1.463,0,0.0962188750681235,0,0.0104619148803503,0.202288142265353,0.001415977246593
"62",9001022400,1.541,0,0.0959724063331378,0,0.0104619148803503,0.201436721688121,0.000582498088700051
"63",9001022400,1.552,0,0.0957313573320661,0,0.0104619148803503,0.200588884697111,0.00023962533589831
"64",9001022400,1.469,0,0.0954956737914222,0,0.0104619148803503,0.199744616209188,9.85759485194563e-05
"65",9001022400,1.334,0,0.0952653024695265,0,0.0104619148803503,0.198903901204704,4.05517120720248e-05
"66",9001022400,1.358,0,0.0950401911399539,0,0.0104619148803503,0.198066724727226,1.66819734090393e-05
"67",9001022400,1.409,0,0.0948202885752798,0,0.0104619148803503,0.197233071883273,6.86255209954198e-06
"68",9001022400,1.536,0,0.0946055445311206,0,0.0104619148803503,0.196402927842048,2.82308454546566e-06
"69",9001022400,1.365,0,0.0943959097304638,0,0.0104619148803503,0.195576277835179,1.16134729984476e-06
"70",9001022400,1.489,0,0.0941913358482828,0,0.0104619148803503,0.194753107156451,4.7774961363555e-07
"71",9001022400,1.549,0,0.0939917754964323,0,0.0104619148803503,0.193933401161548,1.96534398762048e-07
"72",9001022400,1.552,0,0.0937971822088198,0,0.0104619148803503,0.19311714526779,8.08494005946494e-08
"73",9001022400,1.543,0,0.0936075104268486,0,0.0104619148803503,0.192304324953876,3.32594477999155e-08
"74",9001022400,1.585,0,0.0934227154851274,0,0.0104619148803503,0.191494925759624,1.36821158823596e-08
"75",9001022400,1.911,0,0.0932427535974439,0,0.0104619148803503,0.190688933285713,5.62848475851097e-09
"76",9001022400,2.113,0.00243239938087522,0.0930675818429954,0.0260867390443722,0.0104619148803503,0.201174603749931,0.0337203567808402
"77",9001022400,3.501,0.020218323023033,0.0928345318518259,0.217243454945904,0.0104619148803503,0.292941315403009,0.299028651265044
"78",9001022400,1.464,0,0.0920940366833625,0,0.0104619148803503,0.291708340197136,0.123013006210055
"79",9001022400,1.529,0,0.0913656245989681,0,0.0104619148803503,0.290480554521651,0.0506045144263541
"80",9001022400,1.478,0,0.0906490936887022,0,0.0104619148803503,0.289257936534083,0.0208174481644182
"81",9001022400,1.645,0,0.0899442458568448,0,0.0104619148803503,0.288040464483894,0.00856378433803421
"82",9001022400,1.54,0,0.0892508867546753,0,0.0104619148803503,0.286828116712095,0.00352292949688773
"83",9001022400,1.763,0,0.0885688257140614,0,0.0104619148803503,0.285620871650855,0.00144924623859579
"84",9001022400,1.503,0,0.0878978756818744,0,0.0104619148803503,0.284418707823124,0.000596184130831892
"85",9001022400,1.455,0,0.0872378531552444,0,0.0104619148803503,0.283221603842246,0.000245255435818946
"86",9001022400,1.591,0,0.086588578117667,0,0.0104619148803503,0.282029538411582,0.000100892032659121
"87",9001022400,1.458,0,0.1,0,0.01,0.2,0.1
"88",9001022400,1.647,0,0.0996532755137566,0,0.01,0.197531444943757,0
"89",9001022400,1.324,0,0.0993229606876821,0,0.01,0.195093358707842,0
"90",9001022400,1.257,4.55131171037394e-05,0.0990087265215265,0.000458233592601553,0.01,0.193183486699443,0
"91",9001022400,1.397,0,0.098707177620641,0,0.01,0.19079906633507,0
"92",9001022400,1.802,0,0.098421139016164,0,0.01,0.188444076335431,0
"93",9001022400,1.665,0,0.0981503124795691,0,0.01,0.186118153448146,0
"94",9001022400,1.452,0,0.0978944100366617,0,0.01,0.183820938904381,0
"95",9001022400,1.723,0,0.0976531536168511,0,0.01,0.181552078363502,0
"96",9001022400,1.333,0,0.097426274715631,0,0.01,0.179311221858423,0
"97",9001022400,1.455,0,0.0972135140697538,0,0.01,0.177098023741625,0
"98",9001022400,1.418,0,0.0970146213446067,0,0.01,0.174912142631834,0
"99",9001022400,1.86,0,0.0968293548333101,0,0.01,0.172753241361374,0
"100",9001022400,2.174,0.00154602995974436,0.0966574811670827,0.0159665419893154,0.01,0.188011250149444,0.152580087880706
"101",9001022400,1.757,0,0.0963936049900035,0,0.01,0.185690669538509,0
"102",9001022400,1.479,0,0.0961443721382941,0,0.01,0.183398731332577,0
"103",9001022400,1.415,0,0.0959095101982712,0,0.01,0.181135082004879,0
"104",9001022400,1.463,0,0.0956887561484389,0,0.01,0.178899372392148,0
"105",9001022400,1.541,0,0.0954818560400476,0,0.01,0.176691257640761,0
"106",9001022400,1.552,0,0.095288564689694,0,0.01,0.174510397153546,0
"107",9001022400,1.469,0,0.095108645383492,0,0.01,0.172356454537244,0
"108",9001022400,1.334,0,0.0949418695923568,0,0.01,0.170229097550623,0
"109",9001022400,1.358,0,0.094788016697968,0,0.01,0.168127998053232,0
"110",9001022400,1.409,0,0.0946468737289866,0,0.01,0.16605283195478,0
"111",9001022400,1.536,0,0.0945182351071258,0,0.01,0.164003279165153,0
"112",9001022400,1.365,0,0.0944019024026836,0,0.01,0.161979023545035,0
"113",9001022400,1.489,0,0.0942976840991653,0,0.01,0.159979752857148,0
"114",9001022400,1.549,0,0.0942053953666366,0,0.01,0.158005158718087,0
"115",9001022400,1.552,0,0.0941248578434628,0,0.01,0.156054936550757,0
"116",9001022400,1.543,0,0.0940558994261031,0,0.01,0.154128785537387,0
"117",9001022400,1.585,0,0.0939983540666413,0,0.01,0.152226408573132,0
"118",9001022400,1.911,0,0.0939520615777485,0,0.01,0.150347512220247,0
"119",9001022400,2.113,0.00104302719481554,0.0939168674447852,0.0111016956658518,0.01,0.160541892516983,0.10194380296736
"120",9001022400,3.501,0.00985023725307321,0.093821599521013,0.10488251494189,0.01,0.270994679286184,0.960436753963001
"121",9001022400,1.464,0,0.0930760022519801,0,0.01,0.26764985285735,0
"122",9001022400,1.529,0,0.0923552776308186,0,0.01,0.264346310869481,0
"123",9001022400,1.478,0,0.0916587458505005,0,0.01,0.261083543758001,0
"124",9001022400,1.645,0,0.0909857518540053,0,0.01,0.257861048247772,0
"125",9001022400,1.54,0,0.0903356643910984,0,0.01,0.254678327275471,0
"126",9001022400,1.763,0,0.0897078751121969,0,0.01,0.251534889912914,0
"127",9001022400,1.503,0,0.0891017976979833,0,0.01,0.248430251291333,0
"128",9001022400,1.455,0,0.0885168670234644,0,0.01,0.245363932526588,0
"129",9001022400,1.591,0,0.0879525383551966,0,0.01,0.242335460645297,0
"130",9001022400,1.458,0,0.1,0,0.01,0.2,0.1
"131",9001022400,1.647,0,0.0995948996720949,0,0.01,0.12122162578915,0.0514953907972055
"132",9001022400,1.324,0,0.0997034751732952,0,0.01,0.0734734127948232,0.0265177527335692
"133",9001022400,1.257,3.50833056215945e-05,0.10012291541339,0.000351876457271083,0.01,0.0448261292709711,0
"134",9001022400,1.397,0,0.100731066060411,0,0.01,0.0271694813403086,0
"135",9001022400,1.802,0,0.101458463677798,0,0.01,0.0164676434996009,0
"136",9001022400,1.665,0,0.102261259901401,0,0.01,0.00998117258968869,0
"137",9001022400,1.452,0,0.103112861227885,0,0.01,0.00604966984302081,0
"138",9001022400,1.723,0,0.103997102011141,0,0.01,0.00366675406929286,0
"139",9001022400,1.333,0,0.104904145760917,0,0.01,0.00222244944824331,0
"140",9001022400,1.455,0,0.10582800749542,0,0.01,0.00134704467675126,0
"141",9001022400,1.418,0,0.10676504970477,0,0.01,0.000816454728632038,0
"142",9001022400,1.86,0,0.107713066996666,0,0.01,0.000494859847940073,0
"143",9001022400,2.174,0.00143030339331202,0.108670728147947,0.0132788289591299,0.01,0.013199106903613,0.127042470556729
"144",9001022400,1.757,0,0.109546644942863,0,0.01,0.00800008598910377,0.0654210166916123
"145",9001022400,1.479,0,0.110465524977373,0,0.01,0.00484891715026078,0.0336888082088508
"146",9001022400,1.415,0,0.11141360727395,0,0.01,0.00293896810135751,0.0173481834420687
"147",9001022400,1.463,0,0.112382517231417,0,0.01,0.00178133245694504,0.0089335148597094
"148",9001022400,1.541,0,0.113367160390834,0,0.01,0.00107968008250929,0.00460034838893378
"149",9001022400,1.552,0,0.114364442262445,0,0.01,0.000654402874669699,0.00236896738091439
"150",9001022400,1.469,0,0.115372488662166,0,0.01,0.00039663890194277,0.00121990901066019
"151",9001022400,1.334,0,0.116390170293453,0,0.01,0.000240406062723629,0.000628196912409788
"152",9001022400,1.358,0,0.11741681263663,0,0.01,0.000145712068864633,0.000323492455021399
"153",9001022400,1.409,0,0.118452018838555,0,0.01,8.83172694243567e-05,0.000166583703912744
"154",9001022400,1.536,0,0.119495561559109,0,0.01,5.35298149243944e-05,8.5782929334327e-05
"155",9001022400,1.365,0,0.120547316915546,0,0.01,3.24448559666369e-05,4.41742546980023e-05
"156",9001022400,1.489,0,0.121607224133817,0,0.01,1.96650909438526e-05,2.27477050884892e-05
"157",9001022400,1.549,0,0.122675260900076,0,0.01,1.19191714775265e-05,1.17140196327133e-05
"158",9001022400,1.552,0,0.123751428301598,0,0.01,7.22430672282711e-06,6.03218018792709e-06
"159",9001022400,1.543,0,0.124835741624968,0,0.01,4.37871103070293e-06,3.10629476136466e-06
"160",9001022400,1.585,0,0.125928224731988,0,0.01,2.65397235001346e-06,1.59959862667785e-06
"161",9001022400,1.911,0,0.127028906620881,0,0.01,1.60859421534041e-06,8.23719563994493e-07
"162",9001022400,2.113,0.00119370316212617,0.12813781932229,0.00939709861227722,0.01,0.0107716805725349,0.107701055245614
"163",9001022400,3.501,0.0108107605294164,0.129167751576425,0.0843682262316745,0.01,0.103023022582944,0.878618830572079
"164",9001022400,1.464,0,0.129452363555838,0,0.01,0.0624430914560835,0.452448200420929
"165",9001022400,1.529,0,0.130069087064496,0,0.01,0.037847265328035,0.232989968961681
"166",9001022400,1.478,0,0.130890096009122,0,0.01,0.0229395351736886,0.119979095035105
"167",9001022400,1.645,0,0.131838467669371,0,0.01,0.0139038387430096,0.061783703863278
"168",9001022400,1.54,0,0.132867653677477,0,0.01,0.00842722968568895,0.0318157597533832
"169",9001022400,1.763,0,0.133949393990161,0,0.01,0.005107812416989,0.0163836498201047
"170",9001022400,1.503,0,0.135066500948319,0,0.01,0.00309588662706707,0.00843682450170856
"171",9001022400,1.455,0,0.1362085130933,0,0.01,0.00187644205095978,0.00434457574802921
"172",9001022400,1.591,0,0.137369063273475,0,0.01,0.00113732678058236,0.00223725625992825
"173",9001022400,1.458,0,0.1,0,0.01,0.2,0.1
"174",9001022400,1.647,0,0.0990446461096864,0,0.01,0.197699018489016,0.0998642245412991
"175",9001022400,1.324,0,0.0981185789963175,0,0.01,0.195424509557601,0.0997286334323501
"176",9001022400,1.257,4.20265660166444e-05,0.0972209740212058,0.000428324242427336,0.01,0.193610122998535,0.0832588237527262
"177",9001022400,1.397,0,0.0963471097269578,0,0.01,0.19138265643174,0.083145778702867
"178",9001022400,1.802,0,0.0955002515087647,0,0.01,0.189180816661877,0.0830328871404428
"179",9001022400,1.665,0,0.0946796545998608,0,0.01,0.187004308855018,0.0829201488570553
"180",9001022400,1.452,0,0.0938846004250977,0,0.01,0.184852841569269,0.0828075636445892
"181",9001022400,1.723,0,0.0931143956468923,0,0.01,0.18272612671575,0.0826951312952117
"182",9001022400,1.333,0,0.092368371245689,0,0.01,0.180623879520017,0.0825828516013724
"183",9001022400,1.455,0,0.0916458816339195,0,0.01,0.178545818483928,0.0824707243558024
"184",9001022400,1.418,0,0.090946303802446,0,0.01,0.176491665347952,0.0823587493515144
"185",9001022400,1.86,0,0.0902690364984758,0,0.01,0.17446114505391,0.0822469263818021
"186",9001022400,2.174,0.00134353274602405,0.0896134994339434,0.0148836500104522,0.01,0.1866883843455,0.194351119657456
"187",9001022400,1.757,0,0.0888594329439261,0,0.01,0.184540551742027,0.194087238533251
"188",9001022400,1.479,0,0.0881290166874204,0,0.01,0.182417429754101,0.193823715694852
"189",9001022400,1.415,0,0.0874216102443068,0,0.01,0.180318734088374,0.193560550655797
"190",9001022400,1.463,0,0.0867365958171392,0,0.01,0.178244183722266,0.19329774293028
"191",9001022400,1.541,0,0.0860733773954652,0,0.01,0.176193500866339,0.193035292033158
"192",9001022400,1.552,0,0.0854313799517592,0,0.01,0.174166410927094,0.192773197479945
"193",9001022400,1.469,0,0.0848100486678939,0,0.01,0.172162642470206,0.192511458786815
"194",9001022400,1.334,0,0.084208848191097,0,0.01,0.170181927184175,0.192250075470595
"195",9001022400,1.358,0,0.0836272619183565,0,0.01,0.168223999844403,0.191989047048772
"196",9001022400,1.409,0,0.0830647913082654,0,0.01,0.166288598277674,0.191728373039486
"197",9001022400,1.536,0,0.0825209552193152,0,0.01,0.164375463327052,0.191468052961532
"198",9001022400,1.365,0,0.0819952892736755,0,0.01,0.162484338817177,0.191208086334358
"199",9001022400,1.489,0,0.0814873452455208,0,0.01,0.160614971519963,0.190948472678065
"200",9001022400,1.549,0,0.0809966904729939,0,0.01,0.158767111120689,0.190689211513404
"201",9001022400,1.552,0,0.0805229072929168,0,0.01,0.156940510184484,0.190430302361778
"202",9001022400,1.543,0,0.080065592497393,0,0.01,0.155134924123189,0.190171744745241
"203",9001022400,1.585,0,0.0796243568114659,0,0.01,0.153350111162612,0.189913538186494
"204",9001022400,1.911,0,0.0791988243910286,0,0.01,0.151585832310149,0.189655682208886
"205",9001022400,2.113,0.000724452105931746,0.0787886323402047,0.00914725832740781,0.01,0.157729924682949,0.239186479759234
"206",9001022400,3.501,0.00715286198430746,0.0783344171995838,0.090785456884463,0.01,0.233233960496579,0.813306636016717
"207",9001022400,1.464,0,0.0773207090953651,0,0.01,0.230550625342398,0.812202365201021
"208",9001022400,1.529,0,0.076338750857979,0,0.01,0.227898161711104,0.81109959371409
"209",9001022400,1.478,0,0.0753875095062067,0,0.01,0.225276214428681,0.809998319520204
"210",9001022400,1.645,0,0.0744659920493661,0,0.01,0.222684432407357,0.808898540586407
"211",9001022400,1.54,0,0.0735732438678992,0,0.01,0.22012246859859,0.807800254882501
"212",9001022400,1.763,0,0.0727083471581841,0,0.01,0.217589979946602,0.806703460381048
"213",9001022400,1.503,0,0.0718704194395508,0,0.01,0.21508662734244,0.805608155057359
"214",9001022400,1.455,0,0.071058612121471,0,0.01,0.212612075578565,0.804514336889499
"215",9001022400,1.591,0,0.0702721091288933,0,0.01,0.210165993303974,0.803422003858273
"216",9001022400,1.458,0,0.1,0,0.01,0.2,0.1
"217",9001022400,1.647,0,0.0996429317067683,0,0.01,0.199094927109536,0.0498419363360492
"218",9001022400,1.324,0,0.09929266786139,0,0.01,0.198193950003757,0.0248421861772678
"219",9001022400,1.257,0.00194651214284185,0.0989491267887312,0.0196037853022454,0.01,0.206990698882385,0.098164010671263
"220",9001022400,1.397,0,0.0985518703330975,0,0.01,0.206053990531702,0.0489268437036835
"221",9001022400,1.802,0,0.0981618459336365,0,0.01,0.205121521127691,0.0243860862900282
"222",9001022400,1.665,0,0.0977789619018688,0,0.01,0.204193271487574,0.0121544976035299
"223",9001022400,1.452,0,0.0974031282617158,0,0.01,0.203269222515382,0.006058036957518
"224",9001022400,1.723,0,0.0970342567195998,0,0.01,0.20234935520156,0.00301944292358045
"225",9001022400,1.333,0,0.0966722606350701,0,0.01,0.201433650622581,0.00150494881967431
"226",9001022400,1.455,0,0.0963170549919454,0,0.01,0.200522089940552,0.000750095632592195
"227",9001022400,1.418,0,0.0959685563699686,0,0.01,0.19961465440283,0.000373862187656088
"228",9001022400,1.86,0,0.0956266829169662,0,0.01,0.198711325341634,0.000186340153556108
"229",9001022400,2.174,0.00126709218588588,0.0952913543215055,0.0132504040424168,0.01,0.204118143457368,0.0541509816248653
"230",9001022400,1.757,0,0.0949245247533266,0,0.01,0.203194434466892,0.0269898977868111
"231",9001022400,1.479,0,0.0945645013848308,0,0.01,0.202274905596247,0.0134522876720671
"232",9001022400,1.415,0,0.094211199234328,0,0.01,0.201359537928865,0.0067048806572539
"233",9001022400,1.463,0,0.0938645349202675,0,0.01,0.200448312633786,0.00334184234859657
"234",9001022400,1.541,0,0.0935244266330904,0,0.01,0.199541210965266,0.00166563893583863
"235",9001022400,1.552,0,0.0931907941075904,0,0.01,0.19863821426239,0.00083018669798914
"236",9001022400,1.469,0,0.0928635585957777,0,0.01,0.197739303948695,0.000413781125482096
"237",9001022400,1.334,0,0.0925426428402371,0,0.01,0.196844461531779,0.000206236525133374
"238",9001022400,1.358,0,0.0922279710479748,0,0.01,0.195953668602927,0.000102792277558657
"239",9001022400,1.409,0,0.0919194688647457,0,0.01,0.19506690683673,5.12336615391606e-05
"240",9001022400,1.536,0,0.0916170633498542,0,0.01,0.194184157990707,2.55358489669754e-05
"241",9001022400,1.365,0,0.0913206829514227,0,0.01,0.193305403904932,1.27275615849895e-05
"242",9001022400,1.489,0.00102862726899736,0.0910302574821189,0.0112639024999904,0.01,0.197584431865013,0.0427960786480341
"243",9001022400,1.549,0,0.0907159363888992,0,0.01,0.196690290300719,0.0213303942740787
"244",9001022400,1.552,0,0.0904077431210757,0,0.01,0.195800195052876,0.0106314815343146
"245",9001022400,1.543,0,0.0901056046037947,0,0.01,0.194914127810426,0.00529893625791191
"246",9001022400,1.585,0,0.0898094491557376,0,0.01,0.194032070345178,0.00264109243615628
"247",9001022400,1.911,0,0.0895192064646167,0,0.01,0.193154004511428,0.00131637161060523
"248",9001022400,2.113,0.00084292344196068,0.0892348075631311,0.00941611834208844,0.01,0.196504064971007,0.0341126104510673
"249",9001022400,3.501,0.00801940374552264,0.0889322093593648,0.0898685609855676,0.01,0.235635688887678,0.394969806320419
"250",9001022400,1.464,0,0.0884091134261456,0,0.01,0.234569351517487,0.19686059941284
"251",9001022400,1.529,0,0.087894797502529,0,0.01,0.233507839712526,0.0981191346301126
"252",9001022400,1.478,0,0.0873891282867528,0,0.01,0.232451131635353,0.0489044766158231
"253",9001022400,1.645,0,0.0868919750315336,0,0.01,0.231399205547349,0.0243749381003366
"254",9001022400,1.54,0,0.0864032094962394,0,0.01,0.23035203980827,0.0121489411299212
"255",9001022400,1.763,0,0.0859227058998908,0,0.01,0.229309612875802,0.00605526750347942
"256",9001022400,1.503,0,0.0854503408749839,0,0.01,0.228271903305119,0.00301806257406169
"257",9001022400,1.455,0,0.0849859934221262,0,0.01,0.227238889748438,0.00150426082674596
"258",9001022400,1.591,0,0.0845295448654789,0,0.01,0.226210550954586,0.000749752723594847
"259",9001022400,1.458,0,0.1,0,0.195008926826381,0.2,0.1
"260",9001022400,1.647,0,0.0914798423065166,0,0.195008926826381,0.196429839912347,0.0999
"261",9001022400,1.324,0,0.0840415949176242,0,0.195008926826381,0.19292341003995,0.0998001
"262",9001022400,1.257,4.29484854759181e-05,0.0775431549895718,0.000511038438977929,0.195008926826381,0.190071753203889,0.0740296879134335
"263",9001022400,1.397,0,0.0718001029737001,0,0.195008926826381,0.186678820268495,0.07395565822552
"264",9001022400,1.802,0,0.0667768009315369,0,0.195008926826381,0.183346453901831,0.0738817025672945
"265",9001022400,1.665,0,0.0623804368743905,0,0.195008926826381,0.180073572942165,0.0738078208647272
"266",9001022400,1.452,0,0.0585314290808124,0,0.195008926826381,0.176859115527369,0.0737340130438625
"267",9001022400,1.723,0,0.0551616467586921,0,0.195008926826381,0.173702038750401,0.0736602790308186
"268",9001022400,1.333,0,0.0522128253234153,0,0.195008926826381,0.170601318320948,0.0735866187517878
"269",9001022400,1.455,0,0.0496351768501215,0,0.195008926826381,0.167555948233095,0.073513032133036
"270",9001022400,1.418,0,0.0473861854345698,0,0.195008926826381,0.164564940438942,0.073439519100903
"271",9001022400,1.86,0,0.0454295716196501,0,0.195008926826381,0.161627324528031,0.0733660795818021
"272",9001022400,2.174,0.000697644456920136,0.0437344077921556,0.0153566153509221,0.195008926826381,0.168734384488428,0.139149141839723
"273",9001022400,1.757,0,0.0416690963632534,0,0.195008926826381,0.165722340663851,0.139009992697883
"274",9001022400,1.479,0,0.0398712780792321,0,0.195008926826381,0.162764064232498,0.138870982705186
"275",9001022400,1.415,0,0.0383118257948035,0,0.195008926826381,0.159858595403363,0.13873211172248
"276",9001022400,1.463,0,0.036965981873885,0,0.195008926826381,0.157004991518476,0.138593379610758
"277",9001022400,1.541,0,0.0358127354524814,0,0.195008926826381,0.154202326747067,0.138454786231147
"278",9001022400,1.552,0,0.0348342993385764,0,0.195008926826381,0.151449691785189,0.138316331444916
"279",9001022400,1.469,0,0.0340156715858747,0,0.195008926826381,0.148746193560695,0.138178015113471
"280",9001022400,1.334,0,0.0333442688769235,0,0.195008926826381,0.146090954943491,0.138039837098358
"281",9001022400,1.358,0,0.032809620770388,0,0.195008926826381,0.143483114460959,0.137901797261259
"282",9001022400,1.409,0,0.0324031155742251,0,0.195008926826381,0.140921826018455,0.137763895463998
"283",9001022400,1.536,0,0.0321177900965732,0,0.195008926826381,0.138406258624803,0.137626131568534
"284",9001022400,1.365,0,0.0319481568103539,0,0.195008926826381,0.135935596122685,0.137488505436965
"285",9001022400,1.489,0,0.0318900630646281,0,0.195008926826381,0.133509036923842,0.137351016931528
"286",9001022400,1.549,0,0.0319405779073842,0,0.195008926826381,0.131125793749009,0.137213665914597
"287",9001022400,1.552,0,0.0320979028726231,0,0.195008926826381,0.128785093372486,0.137076452248682
"288",9001022400,1.543,0,0.0323613037499568,0,0.195008926826381,0.12648617637127,0.136939375796434
"289",9001022400,1.585,0,0.0327310609160222,0,0.195008926826381,0.124228296878667,0.136802436420637
"290",9001022400,1.911,0,0.0332084362800142,0,0.195008926826381,0.1220107223423,0.136665633984217
"291",9001022400,2.113,0.000325225981349708,0.0337956552943389,0.00979347472453673,0.195008926826381,0.124711004158928,0.15984142925246
"292",9001022400,3.501,0.00354830496622106,0.0342651854400922,0.104992932828719,0.195008926826381,0.175544400988278,0.586762728087092
"293",9001022400,1.464,0,0.032304629677041,0,0.195008926826381,0.172410792918181,0.586175965359005
"294",9001022400,1.529,0,0.0305943826177857,0,0.195008926826381,0.169333122260395,0.585589789393646
"295",9001022400,1.478,0,0.0291040224189501,0,0.195008926826381,0.166310390487336,0.585004199604252
"296",9001022400,1.645,0,0.0278077947012051,0,0.195008926826381,0.163341616895936,0.584419195404648
"297",9001022400,1.54,0,0.0266838911646379,0,0.195008926826381,0.160425838289463,0.583834776209244
