"census_tract","RMSE_best"
"1",9001022400,0.601055290698044
"2",9001022400,0.624211249107272
"3",9001022400,0.599558392611585
"4",9001022400,0.624110814170582
"5",9001022400,0.599872055202392
"6",9001022400,0.620695663083822
"7",9001022400,0.60019994373377
"8",9001022400,0.624997679964137
"9",9001022400,1.55945351412303
"10",9001022400,0.620736911341666
"11",9001022400,0.643078848530945
"12",9001022400,0.599597571366141
"13",9001022400,0.599723413254167
"14",9001022400,0.619153490333873
"15",9001022400,0.620942878071664
"16",9001022400,0.601926787174311
"17",9001022400,0.622736290379079
"18",9001022400,0.621919945939453
"19",9001022400,0.641889587904759
"20",9001022400,0.624441332613613
"21",9001022400,0.886903230191348
"22",9001022400,0.619485600615459
"23",9001022400,0.621820563179103
"24",9001022400,0.622924817035708
"25",9001022400,0.610915148267107
"26",9001022400,0.904312626133746
"27",9001022400,0.610521285832968
"28",9001022400,1.16622331172095
"29",9001022400,0.600314378391666
"30",9001022400,0.60202195467985
"31",9001022400,0.607237216340689
"32",9001022400,0.599997686679231
"33",9001022400,0.621698544287977
"34",9001022400,0.603388389965836
"35",9001022400,0.62067998277949
"36",9001022400,0.624085231622728
"37",9001022400,0.600516042112131
"38",9001022400,0.641590539293292
"39",9001022400,0.624866433459003
"40",9001022400,0.622909148620418
"41",9001022400,0.60035671938612
"42",9001022400,0.623415804136995
"43",9001022400,0.620245179053612
"44",9001022400,0.601131315850821
"45",9001022400,0.603002927532207
"46",9001022400,0.600971784927191
"47",9001022400,0.608099624848453
"48",9001022400,0.618948211210594
"49",9001022400,0.621000298358897
"50",9001022400,0.64884615605776
"51",9001022400,0.626229001337753
"52",9001022400,0.623310149773581
"53",9001022400,0.6298902553633
"54",9001022400,0.642980224636646
"55",9001022400,0.644886958495359
"56",9001022400,0.621891982646012
"57",9001022400,1.31057922474364
"58",9001022400,0.600999885962349
"59",9001022400,0.623352057871379
"60",9001022400,0.623277754783651
"61",9001022400,0.619095301972405
"62",9001022400,0.632571990756926
"63",9001022400,0.603132007200084
"64",9001022400,0.599235935820838
"65",9001022400,0.653911282913368
"66",9001022400,0.622980281509279
"67",9001022400,0.647043939176549
"68",9001022400,0.600857639977156
"69",9001022400,0.602316220771337
"70",9001022400,1.34643383811783
"71",9001022400,0.646757079463077
"72",9001022400,0.623643627818716
"73",9001022400,0.621220833777996
"74",9001022400,0.602630829554617
"75",9001022400,0.601238787893782
"76",9001022400,0.623894388457441
"77",9001022400,1.39836473916407
"78",9001022400,0.646828967191303
"79",9001022400,0.618708624882915
"80",9001022400,0.698517553351185
"81",9001022400,0.622804967766748
"82",9001022400,0.599518271969225
"83",9001022400,0.600461798035702
"84",9001022400,0.61005531878014
"85",9001022400,0.619643816877737
"86",9001022400,0.621243056828182
"87",9001022400,0.619547822333219
"88",9001022400,0.607974299257177
"89",9001022400,0.711324827825266
"90",9001022400,0.608754622957656
"91",9001022400,0.623670980309783
"92",9001022400,0.610278075103317
"93",9001022400,0.673647149197775
"94",9001022400,0.60120296170977
"95",9001022400,1.43449381846957
"96",9001022400,0.599773443495365
"97",9001022400,0.641590165829594
"98",9001022400,0.625984794880989
"99",9001022400,0.603079158436731
"100",9001022400,1.36081521481248
