"census_tract","Surge_threshold","Rain_threshold","alpha_d","alpha_a","alpha_p","alpha_r","mew_a","mew_p","U_rate","POT_S_max","POT_R_max"
"x_init126",36001002500,1.00755930778494,0.142812979823551,11.2457511376152,15.6072345086834,0.986316433013547,0.001,0.0474001538554986,0.0467878321571041,0.01,2.8012821340883,0.118463052288229
"x_init127",36001002600,3.21392501386578,0.127423767440664,20.1808375097384,1.30216672126033,6.21100368532367,0.131329720875238,0.0986014787881881,0.429241878319849,0.01,1.9102579484507,0.112526773806306
"x_init128",36001013200,2.47686428955408,0.0601411379940089,17.158806312742,1.49286079550467,8.92637265456429,0.319062817447708,0.0329761815801072,0.201613907239505,2.79893113824026,2.40993327045537,0.0714974424692598
"x_init129",36001013601,3.08372133069307,0.0980184113183787,17.9259406738229,11.4779298973028,7.29050859804075,0.416185958816641,0.114868700493296,1.67523774088066,0.947419577640863,0.719617804579496,0.123411029713402
"x_init130",36001014301,1.39854668443568,0.15,18.014639990463,24.9692128181774,0.001,0.00441440039655468,0.0907172277616818,0.00835424810764907,0.0996692430256466,3.5,0.149145698041959
"x_init131",36021001200,1.70628660999624,0.0700890732224598,17.0937335880397,18.9833612245848,0.001,0.884960755591154,0.135318230325996,0.592610587529141,2.70501463524935,2.35025142739274,0.0677182691870545
"x_init132",36027070101,1.91070148371192,0.149940562987116,13.0062182238881,19.4723345560194,1.9518311862607,0.0774636835592281,0.07206746145107,0.00299329856472149,0.646860703529855,0.001,0.14125268205744
"x_init133",36027070401,1.49009245508647,0.15,18.9417630516155,25,0.001,0.001,0.0865922722459731,0.001,0.113402886545433,3.5,0.15
"x_init134",36027140101,1.91393470626154,0.15,19.6579528039012,1.24051640752056,4.9027242266639,0.163966753310261,0.100802002405778,0.00209696742791143,0.324488014462325,0.0147377950623447,0.15
"x_init135",36027150003,3.5,0.11936609389976,25,1.57183547430209,6.15742700576325,0.0866472412346492,0.184093683358142,1.26174587720238,0.01,3.5,0.04313278799902
"x_init136",36027160003,1.91132079731331,0.0766630192691997,17.6730411496868,25,0.065628552766102,0.101144615266252,0.120670422173812,0.0192965789398157,0.438192247701153,0.001,0.0926280675305251
"x_init137",36027220100,2.35195015880774,0.15,17.776940788978,2.04163537693217,5.56544587830783,0.12286144866771,0.109372459297366,0.0419602862469594,0.277817949015173,2.98401091035649,0.15
"x_init138",36027220700,1.83535209552269,0.0972998668849679,23.0220725617732,1.87117330674964,0.00236048726182647,0.0256347092328724,0.150159354516378,0.233154919687716,0.239633498714995,0.783530327784194,0.147247794095564
"x_init139",36039081000,1.9233670265773,0.121349314612881,10.3320441952356,2.32701934921255,9.99463351897062,0.371543891278523,0.0600252856748916,0.00155244206946498,0.897381143683798,0.001,0.099471483740908
"x_init140",36039081102,1.33023151675392,0.149932102791518,25,10.1521641571473,10,0.0109867688743836,0.176930798895358,0.001,0.0852769885337407,0.849752038167233,0.0576105945837858
"x_init141",36047003800,1.64697616921844,0.139304625026925,21.1375155401865,0.001,5.86577166347592,0.555450461527851,0.111000592634006,1.03900294004895,2.36310832648562,1.5957134535668,0.0471219492230681
"x_init142",36047005000,2.12373134298279,0.054600219746913,19.3414347996209,0.00498541582846906,4.45681012891784,0.380457755524226,0.0839172526305212,1.32683123202601,0.600855859950592,3.17321213351341,0.107557268971025
