"year","census_tract","n_houses"
2010,36021001900,816
2011,36021001900,873
2012,36021001900,879
2013,36021001900,843
2014,36021001900,833
2015,36021001900,867
2016,36021001900,836
2017,36021001900,822
2018,36021001900,873
2019,36021001900,867
2020,36021001900,897
