"year","census_tract","n_houses"
2010,9009150200,1583
2011,9009150200,1569
2012,9009150200,1565
2013,9009150200,1593
2014,9009150200,1592
2015,9009150200,1593
2016,9009150200,1589
2017,9009150200,1595
2018,9009150200,1605
2019,9009150200,1594
2020,9009150200,1594
