"year","census_tract","n_houses"
2010,36119014701,1708
2011,36119014701,1786
2012,36119014701,1836
2013,36119014701,1821
2014,36119014701,1830
2015,36119014701,1828
2016,36119014701,1800
2017,36119014701,1774
2018,36119014701,1785
2019,36119014701,1786
2020,36119014701,1781
