"year","census_tract","n_houses"
2010,36103110402,1297
2011,36103110402,1290
2012,36103110402,1271
2013,36103110402,1261
2014,36103110402,1215
2015,36103110402,1251
2016,36103110402,1273
2017,36103110402,1299
2018,36103110402,1290
2019,36103110402,1320
2020,36103110402,1420
