"year","census_tract","n_houses"
2010,36085012806,2715
2011,36085012806,2702
2012,36085012806,2745
2013,36085012806,2676
2014,36085012806,2610
2015,36085012806,2553
2016,36085012806,2475
2017,36085012806,2430
2018,36085012806,2431
2019,36085012806,2376
2020,36085012806,2341
