"year","census_tract","n_houses"
2010,9011870704,2613
2011,9011870704,2539
2012,9011870704,2562
2013,9011870704,2603
2014,9011870704,2626
2015,9011870704,2623
2016,9011870704,2682
2017,9011870704,2740
2018,9011870704,2706
2019,9011870704,2683
2020,9011870704,2585
