"year","census_tract","n_houses"
2010,36061017100,5392
2011,36061017100,5307
2012,36061017100,5244
2013,36061017100,5101
2014,36061017100,5018
2015,36061017100,4960
2016,36061017100,4948
2017,36061017100,4887
2018,36061017100,4820
2019,36061017100,4825
2020,36061017100,4947
