"year","census_tract","n_houses"
2010,36087010902,1522
2011,36087010902,1482
2012,36087010902,1519
2013,36087010902,1531
2014,36087010902,1506
2015,36087010902,1518
2016,36087010902,1536
2017,36087010902,1545
2018,36087010902,1525
2019,36087010902,1544
2020,36087010902,1429
