"year","census_tract","n_houses"
2010,34023007500,1277
2011,34023007500,1290
2012,34023007500,1324
2013,34023007500,1305
2014,34023007500,1369
2015,34023007500,1381
2016,34023007500,1361
2017,34023007500,1383
2018,34023007500,1366
2019,34023007500,1328
2020,34023007500,1264
