"year","census_tract","n_houses"
2010,34025800400,1369
2011,34025800400,1385
2012,34025800400,1379
2013,34025800400,1390
2014,34025800400,1401
2015,34025800400,1397
2016,34025800400,1373
2017,34025800400,1370
2018,34025800400,1370
2019,34025800400,1376
2020,34025800400,1341
