"year","census_tract","n_houses"
2010,34039030500,1630
2011,34039030500,1667
2012,34039030500,1668
2013,34039030500,1704
2014,34039030500,1712
2015,34039030500,1751
2016,34039030500,1744
2017,34039030500,1764
2018,34039030500,1751
2019,34039030500,1667
2020,34039030500,1866
