"year","census_tract","n_houses"
2010,36061016700,3850
2011,36061016700,3704
2012,36061016700,3687
2013,36061016700,3737
2014,36061016700,3709
2015,36061016700,3704
2016,36061016700,3730
2017,36061016700,3715
2018,36061016700,3695
2019,36061016700,3674
2020,36061016700,3804
