"year","census_tract","n_houses"
2010,36047005000,1130
2011,36047005000,1154
2012,36047005000,1122
2013,36047005000,1124
2014,36047005000,1146
2015,36047005000,1176
2016,36047005000,1194
2017,36047005000,1197
2018,36047005000,1199
2019,36047005000,1198
2020,36047005000,1135
