"year","census_tract","n_houses"
2010,34003013002,3114
2011,34003013002,2811
2012,34003013002,2817
2013,34003013002,2760
2014,34003013002,2707
2015,34003013002,2537
2016,34003013002,2475
2017,34003013002,2489
2018,34003013002,2564
2019,34003013002,2441
2020,34003013002,2479
