"year","census_tract","n_houses"
2010,9001070100,2821
2011,9001070100,2769
2012,9001070100,2694
2013,9001070100,2587
2014,9001070100,2581
2015,9001070100,2653
2016,9001070100,2637
2017,9001070100,2662
2018,9001070100,2742
2019,9001070100,2668
2020,9001070100,2627
