"year","census_tract","n_houses"
2010,36081111300,948
2011,36081111300,935
2012,36081111300,920
2013,36081111300,913
2014,36081111300,909
2015,36081111300,885
2016,36081111300,871
2017,36081111300,889
2018,36081111300,872
2019,36081111300,871
2020,36081111300,836
