"year","census_tract","n_houses"
2010,36047003400,1460
2011,36047003400,1452
2012,36047003400,1436
2013,36047003400,1492
2014,36047003400,1503
2015,36047003400,1513
2016,36047003400,1488
2017,36047003400,1535
2018,36047003400,1490
2019,36047003400,1431
2020,36047003400,1430
