"year","census_tract","n_houses"
2010,36059300500,2132
2011,36059300500,2097
2012,36059300500,2074
2013,36059300500,2098
2014,36059300500,2091
2015,36059300500,2052
2016,36059300500,1990
2017,36059300500,2009
2018,36059300500,2067
2019,36059300500,1999
2020,36059300500,2006
