"year","census_tract","n_houses"
2010,9009151000,2062
2011,9009151000,2048
2012,9009151000,2052
2013,9009151000,2052
2014,9009151000,2073
2015,9009151000,2070
2016,9009151000,2079
2017,9009151000,2121
2018,9009151000,2158
2019,9009151000,2200
2020,9009151000,2118
