"year","census_tract","n_houses"
2010,36083052503,627
2011,36083052503,620
2012,36083052503,626
2013,36083052503,595
2014,36083052503,582
2015,36083052503,593
2016,36083052503,586
2017,36083052503,619
2018,36083052503,630
2019,36083052503,614
2020,36083052503,686
