"year","census_tract","n_houses"
2010,36103158407,2295
2011,36103158407,2320
2012,36103158407,2333
2013,36103158407,2310
2014,36103158407,2317
2015,36103158407,2291
2016,36103158407,2282
2017,36103158407,2289
2018,36103158407,2237
2019,36103158407,2244
2020,36103158407,2096
