"year","census_tract","n_houses"
2010,36001013200,1795
2011,36001013200,1839
2012,36001013200,1865
2013,36001013200,1881
2014,36001013200,1810
2015,36001013200,1797
2016,36001013200,1705
2017,36001013200,1678
2018,36001013200,1704
2019,36001013200,1789
2020,36001013200,1876
