"year","census_tract","n_houses"
2010,36061022301,2558
2011,36061022301,2524
2012,36061022301,2533
2013,36061022301,2509
2014,36061022301,2509
2015,36061022301,2518
2016,36061022301,2562
2017,36061022301,2615
2018,36061022301,2550
2019,36061022301,2571
2020,36061022301,2714
