"year","census_tract","n_houses"
2010,9009150400,2044
2011,9009150400,2027
2012,9009150400,2035
2013,9009150400,2100
2014,9009150400,2149
2015,9009150400,2168
2016,9009150400,2179
2017,9009150400,2197
2018,9009150400,2237
2019,9009150400,2244
2020,9009150400,2148
