"year","census_tract","n_houses"
2010,36005030900,1500
2011,36005030900,1503
2012,36005030900,1487
2013,36005030900,1459
2014,36005030900,1432
2015,36005030900,1379
2016,36005030900,1358
2017,36005030900,1390
2018,36005030900,1386
2019,36005030900,1349
2020,36005030900,1453
