"year","census_tract","n_houses"
2010,36005027600,0
2011,36005027600,6
2012,36005027600,12
2013,36005027600,30
2014,36005027600,16
2015,36005027600,18
2016,36005027600,16
2017,36005027600,10
2018,36005027600,4
2019,36005027600,8
2020,36005027600,146
